"ID","Type","GFAP","SLC5A3","KCNE4","GOT1","CKMT1A","SST","YWHAH","RGS7","HSPB3","RAB3B"
"GSM238795",1,5.78381451578588,4.63366071323267,3.20789673386742,4.4462431565159,3.8809280558371,3.31159068786707,5.08780488164327,3.83159316072898,2.87119870136831,3.50820708158578
"GSM238796",1,6.58028079819074,5.03523170544059,2.75236595193811,3.50150873045053,3.56340319303201,1.8994920888208,4.98305763776481,2.76952698484554,2.77531075708355,2.24326653159095
"GSM238797",1,6.34923472256989,4.61857952724374,4.17548825708116,3.92532266291706,3.70022563230325,3.59189456603414,4.55816028659762,3.38715865793593,3.31935484757298,2.08213332384754
"GSM238798",1,6.63421030825933,4.49873574548709,4.85213628195417,4.11055136484518,3.40185911982464,3.52475464567414,5.2598339041276,2.48029061018027,2.54017682832191,3.71847894206403
"GSM238799",1,6.24025000894937,4.00711914027424,3.68171422247143,4.71281945234262,4.46746084273665,2.89173969042588,5.54484910226456,3.61357170276727,1.32260870142258,2.36458256600704
"GSM238800",1,6.73762286103015,4.97665439944195,4.75224721233786,4.22725954353408,3.87244428810568,4.22650546581543,5.17340144605579,4.00336749917772,1.7345149464424,3.13219455438927
"GSM238801",1,6.31544323347282,5.17008616675335,4.87182477514249,4.76789061686619,3.68969183114898,3.95960648015819,5.17377885826495,4.06359638773334,1.45565366892176,3.83830118234332
"GSM238802",1,6.0890604739795,4.40676437198295,3.40811193762937,4.50580413332031,4.22086615997435,3.43534128968838,4.65076343593931,2.60106609222636,3.27176562641948,2.0590261605758
"GSM238803",1,5.4011417916294,5.0059497112719,2.33433945033242,3.41171948817312,3.84121863802768,2.97845506583061,4.71602200388174,3.27789117039068,2.2447560978764,3.32204999561189
"GSM238804",1,6.10291120490906,4.82548025449968,3.55004560010601,4.26224111857984,3.70679811034962,4.12419183317663,4.48587992501949,3.3014448192618,2.32182313591743,2.31976758790822
"GSM238805",1,5.87741610962769,5.20426106236031,3.18211048660496,3.48017662459969,3.63000601798418,2.9997577347886,4.60825635588378,3.69241412084169,2.12332525600266,1.76214503132723
"GSM238806",1,5.80958270489179,4.91414434944864,3.79218641017115,3.93025230225806,3.98185977993234,3.88167992719743,5.2215502563184,3.89212944117632,1.15014499477064,2.23873665084342
"GSM238807",1,5.29046354298592,4.72230924571423,3.74158065164833,4.47765060990002,4.03507545899856,5.51974265269422,5.29312524893242,4.12267546132751,2.04414511432868,1.9175206985949
"GSM238808",1,7.02915793808404,4.3003633941247,4.87530213324639,3.85795942558141,3.29538392516589,4.23168031802875,4.86635017382925,2.13889850839659,2.0592514439508,3.69197084695894
"GSM238809",1,6.06745046194072,4.63950156164782,0.864924215331523,4.01823492457315,3.92825448773912,1.72584816497144,5.0806529096078,3.44767134681539,2.87468424676528,2.16157962864022
"GSM238810",1,6.68970624444216,4.2906851959215,4.40889872714166,3.92885986171017,3.09599576035732,1.41990664137442,3.8249134941823,3.64752929023272,3.19077589902123,1.03578190231904
"GSM238811",1,6.16698728120675,3.61354557190477,1.803964619544,4.47106933559828,3.87713388634112,2.61142081390918,5.46091112383004,3.59029392370837,2.31377385525181,2.1265330611127
"GSM238812",1,5.83756599965691,4.8179206800227,4.83529339537556,4.50926474238728,3.90326057796887,1.08665174382709,5.62121274786882,3.41297673090285,1.84049742211838,3.34688581739084
"GSM238813",1,5.76832383293167,3.9782073945725,3.79626966804003,4.09298804679212,4.09045399172496,0.993148603908939,4.65041643234173,4.3891045880259,2.65254835838739,1.9387216311073
"GSM238815",1,6.94603355767456,3.69210098187925,4.52051178735273,4.09067739714188,3.5343974775842,2.47934656337245,5.147637058698,2.51091090153392,2.21256651421951,1.33383083575597
"GSM238816",1,6.9400498448938,4.52115679579492,3.72513551206587,4.22375108039751,4.15940882821372,2.01955697030358,4.72726523778488,3.53662981734744,3.32911907920839,3.29621457935062
"GSM238817",1,6.46834447074615,4.0728086723756,4.10341514904349,4.93162922951239,4.59729953728567,3.0230707690483,5.59272631969176,3.53558515818958,3.5518157202434,1.67175482045082
"GSM238818",1,5.78566260172686,4.26222859737667,2.36456421793896,4.74541896096532,4.37857789913002,2.61505682441673,5.60009561690742,3.33777980081421,2.98694920452941,1.76051955700375
"GSM238819",1,6.20068453014694,4.5970716652372,5.04472106004602,4.05338837261313,3.45607002016466,2.79264778092489,5.23698654100038,3.60012914052548,2.15691029475261,2.96900363238897
"GSM238820",1,6.52521558905951,3.64616034199988,3.99869168581809,4.94205832807202,4.02500264656845,1.05247208540378,5.66862007262194,4.0021963165706,1.79100108311669,2.30922304895144
"GSM238821",1,6.76002953863849,3.39000555236585,3.4010440293001,4.74783341634771,3.83813855642655,2.55829818451228,5.54571679762283,3.6036651948034,2.97917854850646,2.86210576215837
"GSM238822",1,7.26335714770248,4.8461984580365,4.64227377045009,4.239524047282,3.71854311361764,2.16981564988038,4.25175311571581,3.31975994892534,1.95832664161403,2.71816749315934
"GSM238823",1,7.10893798998162,5.04924587624797,5.17052355916467,3.77559646538867,3.11065129841054,3.19935765040611,4.35795668714146,3.75788137640758,1.64754632045688,2.2509675555613
"GSM238824",1,7.29866693789234,4.50284471442705,2.78723040276594,3.62876323965568,3.7208074561435,1.77964243828438,4.85444808177045,2.7598396374801,2.98697427750653,1.74839450131301
"GSM238825",1,7.26304079826776,4.40512277526631,4.63961374041177,3.31437914912321,2.48273477703249,2.01589968948321,4.45219366269593,3.60811185205983,1.72439732259671,2.36300269989883
"GSM238826",1,6.81752540854148,4.68339239708807,4.82570399557143,4.4288232715748,4.18687868764093,3.04331095115634,4.85271175927237,4.10042965189974,3.73247476134097,1.54338263936589
"GSM238827",1,5.42005161847146,5.4618221703188,3.50106196934413,4.27657002948975,4.14029732941566,1.81986530305311,4.64441504553265,3.21617105678259,2.30491007285315,1.76667738237302
"GSM238834",1,5.61550720484284,5.32721287393134,4.67197948418769,4.38265887269905,3.9229476520585,0.642816522064451,4.61430198049795,4.2664870142772,3.60775976398046,2.31499839200369
"GSM238835",1,5.48914426577912,4.59914824337466,1.95829238293202,4.24601531798777,4.46209861775643,4.55301627314091,4.60163197540277,2.95515286872154,3.93186964723464,1.95451119851988
"GSM238837",1,6.93459597609224,4.86155185370924,2.98145849152222,3.89737379763951,3.11374418694707,2.40859512896743,4.61854295830392,3.8706224869046,3.83162964042732,2.14887258311118
"GSM238838",1,4.07146530681808,4.96497506974237,3.91710518228479,3.73158664128412,4.05861780755722,3.0413614185653,5.1284633292275,3.75693344206648,3.89065889632399,3.66342398646907
"GSM238839",1,6.15215543670227,5.17010104028632,4.16251433818315,4.64615212869467,3.90494618698155,1.56605328297349,4.95469904394022,1.46144671037149,3.32410227984131,1.64968451758892
"GSM238840",1,5.82097772381556,4.80301187671014,3.48406796174818,4.02976786599204,3.58351632536862,0.586895653193238,4.86070073650666,3.97213713579979,3.33345176993116,1.56316156887216
"GSM238841",1,5.5501368002415,4.51241046251211,2.81290906988848,3.94872373615675,4.49675242044458,2.89394926412404,5.08309651674605,3.41027674073724,2.94595211311098,1.20779695004962
"GSM238842",1,6.0503060816494,4.33902638002248,2.23321745199882,3.6913812139587,4.27445470437801,2.9491092399724,5.01567018675168,3.29680218262022,3.0516730858554,1.71385816474934
"GSM238843",1,6.13099819580363,4.32059622592622,4.06943313936087,4.46040449312448,4.17019716513165,3.39432815493891,5.27374510226682,3.71169859364593,3.59414978676239,1.4552356631672
"GSM238844",1,6.34610549316012,4.47888787938968,4.28365990504796,3.86658809658739,3.88645505051086,1.44038841911418,4.76366339019217,2.6288777018071,3.77770764149975,1.64347544112953
"GSM238845",1,5.72630990159796,1.55403424740575,3.19679004582029,4.92617884079148,4.26971770174408,3.02612167975399,4.97541267994659,3.32626002182433,3.30439411497692,0.712975313523454
"GSM238846",1,5.44779660814584,5.10531703576374,3.69213823002062,4.92936661835292,3.80012472921568,2.65848466150429,5.19377328055936,3.76454020014163,2.08773647780469,1.12856629750998
"GSM238847",1,6.3090996154115,3.7885544223084,3.18593256732645,4.56358938356421,4.5740783722314,2.63288188698954,5.28151099236375,3.67363725651661,3.43067742403024,0.818228864400131
"GSM238848",1,6.56447108626377,4.1309389504578,4.02023390466187,3.81734844353833,3.94812598502701,2.12760844496751,4.73912009391235,3.06238574311809,2.13038014106768,3.35775670938157
"GSM238851",1,6.99211755119958,3.58385492986344,3.48597315269901,4.39558878083007,4.01801361798305,2.29915175235485,4.75218282842116,3.96815947914278,2.56888964263719,1.90664270510493
"GSM238854",1,5.91736986689298,4.27394399745824,4.15043734144503,4.24110107980781,4.71374228566187,3.3732980462569,5.41973726041425,3.34118367533269,3.27918287239087,2.0414003434312
"GSM238855",1,6.90857317711039,4.37241690273757,4.17505960698532,2.91015618685066,3.29436001788075,2.78695258015522,4.33415206588411,3.65931586809906,2.85788921679844,1.85405981331221
"GSM238856",1,6.52990810522668,5.04129515451748,4.16284390352457,4.53391615260362,3.88832252269309,2.0735179693886,4.93640010478469,2.89470238502957,3.72508913220164,1.84241018455384
"GSM238857",1,6.07047293459176,4.39903700297055,3.85088155100916,5.30592841110698,4.57568945579351,2.21035416018816,5.642633204818,3.51521759269495,3.45399004777875,2.24048919468445
"GSM238858",1,6.80222146885617,4.88092057991073,4.27063437615902,2.63523451870822,3.97161208110766,2.21374852944237,3.5815124904917,2.99051419338381,2.64082799132692,2.41897071493406
"GSM238860",1,6.21922211654963,4.30695171846499,3.24960212891468,4.63804806246142,4.25810289536893,2.2378868391015,4.77503798487347,3.33838257973405,2.99962026541714,3.6791334273116
"GSM238861",1,6.27123852436833,4.60600282198678,3.89596850976541,4.24285514439256,3.60624942434793,2.3728400904345,4.62151575629688,3.57294261541467,2.15136453034399,2.60065731580793
"GSM238862",1,6.37350979324747,4.64094976822274,4.39780374592725,4.20140145422284,4.01208654453219,2.44490537863903,5.14637416890383,2.91190267147708,3.60076660706863,1.13573736026565
"GSM238863",1,5.80503122108469,3.78732844740417,3.49642669337986,4.57547644473119,4.44123518368314,2.25780154708113,5.03945785329837,2.90111152602649,3.56309785465965,1.26998348532599
"GSM238864",1,5.51192584254788,4.14506439004311,3.60856758599746,4.78012594343471,4.22855297487217,4.30008140697268,5.42347174321795,4.06261009799467,2.67553858772648,1.39320128429201
"GSM238865",1,6.44220622073855,3.25226317231241,1.52644473733158,4.66624426971474,4.31839982927423,0.815385297791466,5.18185101311073,3.75157495155855,1.75783505698769,1.22846227812926
"GSM238867",1,6.92865605730242,4.62630944618963,3.95725567793696,3.22736365382088,3.55871008352574,2.07650178363473,4.52799567238868,3.48534249308142,1.19855386509884,2.07429492664719
"GSM238868",1,6.83701144334179,4.30646213558383,4.00966882113175,4.28683227149625,4.27024176290068,0.926692881647522,4.8175055686735,3.89604574139546,3.56540289518357,1.49528248329017
"GSM238870",1,6.29084354164871,4.2326113906647,3.91126341315578,4.7898210022239,4.48103688813696,1.56961925696445,5.36353194084617,3.36541697317236,2.96587771887426,1.26214403036932
"GSM238871",1,7.10333920131322,4.20521312669666,3.13293770594265,4.19399485837712,4.37365151990195,1.40636481737773,4.55565994645252,3.72257201392315,3.5075500626956,2.01901439507127
"GSM238872",1,6.66595985694839,4.1417074147568,2.34687841531122,4.39860022730753,4.45305735862187,2.27897240401083,4.81854702147702,4.11509679075258,3.33378450433895,1.90752973369949
"GSM238873",1,6.14883204113121,4.24052712316264,3.94873489386239,4.35054112545763,4.37740617498112,1.02746133942816,5.04989117142941,2.24823369398737,2.81623158134617,1.01497472572302
"GSM238874",1,5.40976937366148,4.52486779726699,2.73352225662267,4.37711669958435,4.49856053667164,2.30174869177418,5.18117630436213,3.88612293338896,3.21937267342925,2.83941272978911
"GSM238875",1,5.61581427844802,4.83981531243669,2.89861168813609,5.2072028425616,4.43182153344758,0.490143507459463,5.91694738839074,4.053201091474,2.70501582501731,3.22623799227981
"GSM238877",1,5.56669984489594,4.52314479127012,1.23230351880979,4.66808561055233,4.80353272877093,1.72679921022256,5.0336555669082,2.92205683236129,2.75560767611527,0.982181992529499
"GSM238941",1,6.89667898619898,4.83523644951341,4.7084446226591,3.45482090258815,0.994643520630897,1.22447955368953,3.72695836201606,2.63766353347763,1.7604165923159,1.36343849160348
"GSM238942",1,6.19394565118282,4.39429472310702,3.11230327880572,4.82844537778108,4.52156733397869,2.06331520202011,5.2836722155445,3.18394481615088,2.29279436269973,3.57873211030329
"GSM238943",1,6.4746353315194,4.77328985138926,2.52260723989574,3.10876363444411,4.20817606155561,3.05115219284374,4.51489251702322,3.17193898857486,2.52298649162436,3.03553792844232
"GSM238944",1,6.08459880098883,5.63876199703772,5.15935667864136,4.04102664869003,3.69449827070578,2.72173955055445,4.64169347694726,2.09720633956542,2.41224276806806,2.35126428805574
"GSM238945",1,6.14840334910248,4.58475973600393,1.19542274839055,4.74961052799651,4.14106658940528,1.32577200857349,4.42704864573001,3.57670576505275,3.22747248661284,2.93603554780039
"GSM238946",1,5.27013746411808,5.33082881927852,3.00350836598364,4.81078553689675,4.32168365440133,1.20946357678759,5.23243456638291,2.59218019037634,3.55914206478606,2.03547428612709
"GSM238947",1,6.6039341704109,5.06288365260657,5.3333394760191,4.25209540302807,3.00631698459591,2.448051314649,4.86867629353703,3.81002657845072,2.11615736895569,1.99262207804646
"GSM238948",1,6.48575087204058,5.18313245151651,1.57473958023845,3.23604717176577,3.85384197205708,2.91054669331199,4.11127160402559,2.84271151605784,1.99239233284668,1.99411280213719
"GSM238949",1,6.59959528162268,4.80437867508037,4.80772241788201,4.53638929452726,4.00560048589252,2.94930801652471,4.89522678010572,4.04143779881917,2.01831081896186,1.72778045923123
"GSM238951",1,5.89466391622179,4.06205733790842,3.56648799649627,5.03130139928527,4.81582481784038,2.39274870713972,5.50818048968154,3.94745374586615,3.12125047283258,2.92050875865101
"GSM238952",1,6.65586441843987,4.50661484616071,4.17536487988929,4.46525482250415,4.36975450144077,1.83843587030936,5.21141032785149,3.62298445280838,3.03441343572336,3.24963404253963
"GSM238953",1,5.8806511354658,4.36133209237935,2.24228296924195,4.96570544908915,4.66319949887813,2.52701407866231,5.75084605737463,3.93942688410722,3.23967449987115,2.30354845049345
"GSM238955",1,7.14108281484959,4.68681965432325,1.35030111108956,4.36753158203961,3.37105468382764,2.67104459852209,4.16179052609407,3.78488944517344,1.97098102300491,3.26543896168583
"GSM238963",1,7.15854191111826,4.90348208061425,5.30954682448171,3.10025185345713,2.84371787587257,0.903157039683514,4.69868822545347,4.15010956014896,2.34914702232052,2.15606590665924
